storename,location,lng,lat,score,special,img_url 
103皖北地锅鸡(怀宁路丰盛华庭店),怀宁路丰盛华庭创家房产旁,None,None,4.5,"麻婆豆腐,地锅鸡,豆角炒肉,麻辣豆腐盖饭,鸡血,烫菜,剁椒皮蛋,香菇,皮蛋豆腐,乌江小炒盖饭",https://dimg01.c-ctrip.com/images/100s0k000000cjayf3528_R_220_140.jpg
肥西老母鸡,肥西县 肥西县,None,None,4.5,"泡菜,干槐花蒸虾套餐饭,还是鸡汤,鸡汤,腊鱼,肥西老母鸡",https://dimg04.c-ctrip.com/images/10040r000000gzd6sC437_R_220_140.jpg
南舍南(天鹅湖银泰城店),南二环与潜山路交叉口银泰城4楼,None,None,4.5,"糖醋小排,西施豆腐,佛跳墙,生烹石锅牛蛙,烤牛蛙,榴莲薄饼,红糖糍粑,招牌樱桃蜜肝,天目山散养土猪肉,生焖临安竹林鸡",https://dimg01.c-ctrip.com/images/10051800000148r0f5B86_R_220_140.jpg
京田日本料理(银泰城店),潜山路与南环路交叉口华邦银泰城负一楼,None,None,4.3,"加州卷,炸猪排,炙烤鹅肝,牛油果寿司,蛋包饭,海贼王,芥末章鱼,吞拿鱼色拉,心有所属,公主卷,鳗鱼盖饭,寿司拼盘梅,土豆沙拉军舰,土豪卷,土豆色拉,红薯天妇罗,金枪鱼纳豆,炸虾拼盘,蟹肉棒手握,海鲜大阪烧,三文鱼六味,教授卷,三文鱼刺身",https://dimg01.c-ctrip.com/images/100c0j000000afc10F6F1_R_220_140.jpg
熙顺紫菜包饭(天门路店),天门路165-16号,None,None,4.6,"孜然烤肉拌饭,肉松沙拉紫菜包饭,蛋黄肉松寿司,香蕉寿司,蛋黄肉松紫菜包饭,芝士玉米紫菜包饭,辣酱烤肉拌饭,紫菜包饭烤肉拌饭,围紫菜包饭,肉松包菜寿司",https://dimg02.c-ctrip.com/images/100l0k000000ci0wu6B00_R_220_140.jpg
焖锅达人(世纪金源店),福州路滨湖金源购物中心C区三楼健康生活家一路向东·尽头(金仕堡健身会所旁),None,None,4.6,"焖培根鸡肉卷锅,芒果果汁,青桔柠檬茶,牛肉酥饼,特色抻面,全家福焖锅,酸辣蕨根粉,蓝莓山药,鲜拌苦菊,龙利鱼",https://dimg04.c-ctrip.com/images/100h0k000000cf11i0D7A_R_220_140.jpg
Drip 滴品(财富广场店),濉溪路财富广场C座底商1楼(近栢景灣小學),None,None,4.2,"丝袜奶茶,西班牙海鲜饭,新妞奥良烤肋排,热滴咖啡,泰式鸡肉细长面,泰式香兰鸡翅,胖胖卷,抹茶红豆蜜糖吐司,干酪焗薯条,薄底意式披萨,泰式辣炒牛肉意大利面,红薯条,小牛排,泡菜牛肉炒饭,日式照烧鸡腿饭,熔岩巧克力,牛肉墨西哥饼,帕尼尼鸡肉三明治,夏日鲜果茶,夏威夷披萨,意大利肉酱面,拿破仑",https://dimg06.c-ctrip.com/images/10050j000000aef58AF0A_R_220_140.jpg
运升楼纪念日酒店,合作化南路与屯溪西路交叉口(五里墩立交桥东南侧),None,None,4.5,"凉拌木耳,流沙包,干锅御品笋,菌香菊花豆腐,椿芽拌鸡蛋干,香馋蹄筋,酱猪手,特色酱猪手,清蒸桂鱼,沙拉小肉排",https://dimg04.c-ctrip.com/images/100v0k000000cundv85B2_R_220_140.jpg
林府家宴,龙岗路三河吉祥楼南200米,None,None,4.5,"蛋黄锅巴,三鲜锅,蒜香铁板虾",https://dimg01.c-ctrip.com/images/100c0k000000cf3vrDA0C_R_220_140.jpg
韩食小屋(合肥学院店),锦绣大道海恒社区合肥学院二期对面锦绣大道天桥下,None,None,4.5,"泡菜饼,部队火锅,海带牛肉汤,年糕火锅,传统韩式火锅,牛肉石锅饭,辣豆腐汤,肥牛菌菇火锅,炒年糕,土豆饼",https://dimg07.c-ctrip.com/images/100p0g0000007qefeF917_R_220_140.jpg
青石牛铁板烧（新地店）,政务区潜山路与祁门路交叉口新地中心4楼,None,None,4.5,"冰鲜谷饲菲力牛排配澳带,火爆辣鸡香蒜披萨,飞鱼籽蒸蛋,奥尔良鸡翅,ADE鱼片,香辣鱿鱼,明虾,多春鱼,酸菜五花肉,火焰牛排,猪颈肉,慕斯冰淇淋,原味口蘑,龙利鱼,扇贝,牛舌",https://dimg07.c-ctrip.com/images/10030k000000cjel07946_R_220_140.jpg
莽子火锅(北城店),梅冲支路颐徽苑最南侧底商,None,None,4.5,"香肠,酸梅汤,鲜鸭血,蟹柳花甲面,芝士蟹丸,‍香菇,撒尿牛丸,金针菇,香菜丸子,虾滑,肥牛,香菇,鱼滑,包心鱼丸,辣锅,鱼片,脆皮肠,梅林午餐肉,香菜猪肉丸,方竹笋,精品嫩牛肉,牛油鸳鸯锅,精品鲜鹅肠,虾ོ滑ོ,太极鱼片,平菇,羊肉卷,‍肥牛",https://dimg08.c-ctrip.com/images/10060r000000ha7msCFBD_R_220_140.jpg
谢家村,桐城南路与青弋江路交口东100米,None,None,4.4,"牛肉火锅,古法蒸土鸡蛋,干锅豆芽菜,干锅有机花生芽,野生小河鱼,陵阳毛豆腐,碎蒸鲈鱼,山粉皮烧肉,谢家秘制臭桂鱼,炭火煨老鸭汤",https://dimg04.c-ctrip.com/images/100j16000000zoqkn4776_R_220_140.jpg
聚屹大酒店,北一环濉溪路699号(新亚汽车站),None,None,4.4,"基围虾,牛气冲天,蒙古烤羊排,浪花桂鱼,干焗胖鱼头,黄山鸭煲,脆皮韭菜盒,醉河虾,板栗香粽,红烧黄山香猪,聚屹一品香,清蒸鲈鱼",https://dimg01.c-ctrip.com/images/tg/472/955/603/b255a0d66fec4bf2842cd9f4f001d681_R_220_140.jpg
虹泥小厨(鼓楼店),淮河路十字街综合楼401—415、510室,None,None,3.9,"鸭五件,抓炒平包菜,干锅土豆,雪菜小黄鱼,养生豆腐,虹泥秘制猪手,虹泥鱼籽鱼泡,虹泥鸭,特色馋嘴蛙,糖醋里脊",https://dimg04.c-ctrip.com/images/100v0k000000cvptd37C0_R_220_140.jpg
虹泥小厨(合瓦路店),临泉路与合瓦路交汇南150米(交警四大队北侧),None,None,4.4,"鸭五件,鱼籽鱼泡炒饭,虹泥秘制猪手,虹泥养生橡子粉,肉碎锅巴,虹泥鸭,姜汁黄鱼,筒骨炖萝卜,肥肠小肚煲,小黄鱼",https://dimg01.c-ctrip.com/images/100k0k000000cfymsAE16_R_220_140.jpg
洪武大酒店(繁华大道店),繁华大道19号(包河花园对面),None,None,4.4,"鸡丝鱼翅羹,鸭拐筋蒸毛豆米,锦绣三鲜锅,千岛湖鱼煲,洪武豆腐煲,麻香海蜇,特色牛肉锅,黄山笋烧肉,洪武烧饼,淮军贡酒八年",https://dimg02.c-ctrip.com/images/100b0k000000cdyaw0879_R_220_140.jpg
方记六道菜馆,东二环路瑞益佳机械旁,None,None,4.4,"猪脚,铁板虾,臭豆腐煲,豆花汤,土烧老公鸡,红烧汪丫鱼,老鸭汤面疙瘩,大锅豆腐,鱿鱼须,空心菜土豆丝",https://dimg03.c-ctrip.com/images/100e0n000000e8ihw98CF_R_220_140.jpg
知鱼堂(望江路店),望江东路与徽州大道交叉口西100米路北金水坊内第三栋(省立儿童医院斜对面),None,None,4.4,"酸菜鱼,韭香鱼丸,飘香鱼头王,柠檬鱼酸汤鳕鱼,卤拼,剁椒蹄膀,酸辣海带丝,龙虾,野生泉水黄鱼,养生鱼茸豆腐丸",https://dimg04.c-ctrip.com/images/100e0g0000007qdv9805B_R_220_140.jpg
蚝门酒事海鲜大排档,徽州大道与太湖路交口西北角恒生.阳光城(中信银行旁),None,None,4.5,"长街蛏子,鸭舌,羊肉串,秘制牛蛙套饭,毛豆鸡爪筋套饭,麻辣小龙虾,豆腐鱼,猪耳,花螺,五花肉,铁板鱿鱼,馋嘴蛙,海鲜炒饭,辣炒花甲,肉蟹,烤花菜,锡纸花甲米线,蒜蓉烤生蚝,雪菜黄鱼,黄金鸡翅,小生蚝,生蚝刺身,时蔬,扇贝,椒盐皮皮虾",https://dimg05.c-ctrip.com/images/100m15000000yxl34CFEA_R_220_140.jpg
一味韩餐(天鹅湖万达店),天鹅湖万达金街3楼4-325室(晋家门外街大门东侧，张正麻辣串对面),None,None,4.5,"蛤蜊豆腐汤,石板肉酱豆腐,铁板豆腐,培根石锅拌饭,泡菜五花肉拌饭,部队年糕火锅,辛拉面炒年糕,传统冷面,烤肉年糕火锅,铁板鱿鱼须",https://dimg02.c-ctrip.com/images/fd/tg/g2/M01/43/33/CghzgVU3m1iANOrnAACFG6cOs3A661_R_220_140.jpg
梨花餐厅,祁门路1789号(新八中对面),None,None,4.5,"鱼头豆腐,清蒸桂鱼,凉拌香干,珍珠圆子,排骨锅仔,砂锅猪肚,剁椒鹌鹑蛋,土烧大甲鱼,五彩碧绿金钱肚,双椒酱爆白玉贝",https://dimg02.c-ctrip.com/images/100r0k000000ch05t63A4_R_220_140.jpg
江边河畔巫山烤全鱼·新派徽菜(金源百大店),徽州大道5566号世纪金源百大购物中心A区3层(徽州大道与紫云路交口),None,None,4.5,"果汁,鲶鱼/斤,爽口泡菜,尖椒皮蛋,清江鱼,秘制烤鱼,桂花冰糖藕,凉拌海带丝,木耳,蓝莓山药",https://dimg05.c-ctrip.com/images/100w0k000000cnzq83CE5_R_220_140.jpg
细语漫咔,包河区 芜湖路万达广场室外步行街2楼(乡味小厨斜对面),None,None,4.5,"芒果冰沙,细语漫咔咖啡,卡布奇洛,自制酸奶,草莓红柚,墨西哥鸡肉披萨,摩卡奇洛咖啡,青苹果可尔必思,水果沙拉,榛果拿铁,金桔柠檬,抹茶拿铁",https://dimg02.c-ctrip.com/images/100v0k000000cq4q27F1B_R_220_140.jpg
粤域茶餐厅,南一环与桐城南路交口尚都酒店二楼(近中隐于市),None,None,4.5,"冰火菠萝油,豆豉蒸凤爪,黑金流沙包,鲜虾红米肠粉,豉汁蒸排骨,飘香榴莲酥,冰火菠萝包,鲜虾云吞汤面,三味珍宝虾饺,叉烧红米肠粉",https://dimg02.c-ctrip.com/images/10010n000000edrabCC65_R_220_140.jpg
福记蒸汽海鲜,淮吾路惠风小区南幢105室,None,None,4.5,"海鲜粥,生蚝,基围虾,皮皮虾,花螺,蒸海鲜,蛏子,大花甲,扇贝,鲈鱼",https://dimg03.c-ctrip.com/images/10020k000000co35e3EB6_R_220_140.jpg
上岛咖啡(临滨苑店),福州路与广西路交叉口滨湖世纪城滨临苑19商铺106(文峰理发店旁),None,None,4.5,"爆米花,丁骨牛排,干果拼盘,意式肉酱面,草莓松饼,特调柳橙汁,奥尔良鸡翅,蓝山咖啡,奶油蘑菇汤,优格水果总汇沙拉",https://dimg03.c-ctrip.com/images/100u0k000000chay846FE_R_220_140.jpg
吴山贡鹅(翠庭园店),习友路翠庭园30号新耀眼镜旁,None,None,4.5,"鱼头汤,吴山贡鹅,卤千张,锅巴",https://dimg04.c-ctrip.com/images/100g0k000000cfy5mD386_R_220_140.jpg
百木餐厅,长江西路818号(长江西路与蜀鑫路交叉口向北50米路西),None,None,4.5,"秘制佛手茄子,干锅有机花菜,菲力牛排套餐,雪花精制,秘制开胃菜,白米虾锅巴,西冷牛排,私房臭鲑鱼,至尊砂锅鱼头皇,红烧生态土猪肉",https://dimg03.c-ctrip.com/images/100s0k000000cm9rgFCFE_R_220_140.jpg
品味我家酸菜鱼,东二环路101号,None,None,4.5,"酸菜鱼,黑鱼",https://dimg02.c-ctrip.com/images/100s0g0000007qoc143C0_R_220_140.jpg
淮氏羊汤馆(青阳路店),史河路22号(青阳路与史河路交口东北角),None,None,4.5,"烙馍,特色龙骨汤,羊宝,大骨头,烫菜,羊肉粉丝汤,羊杂粉丝汤,羊排火锅,羊肚粉丝汤,羊肉串",https://dimg01.c-ctrip.com/images/10030k000000cmzl5F563_R_220_140.jpg
柠檬鱼(青阳路店),青阳路和贵池路交口向北200米,None,None,4.5,"春卷,酸菜,开边蒸大虾,土豆粉,腐竹,鱼豆腐,盐焗鸡,老油條,暴走跳跳鱼,酸辣海带丝,哈啤冰纯淡爽,豆腐皮,撒尿牛丸,生菜,金针菇,粉条,娃娃菜,龙口粉丝,土豆,老豆腐,肥牛,小馒头,芦荟酸奶,包心鱼丸,香菜,绿茶佛饼,面筋包,梅林午餐肉,极品肥羊,焖鹅,火锅面条,金牌酱猪手,黑木耳,特色酱鸭头,南瓜饼,柠檬鱼",https://dimg03.c-ctrip.com/images/10090k000000cmq0i723B_R_220_140.jpg
丁哥黑鱼馆(滨湖店),天山路与福州路交口向北50米路东,None,None,4.5,"黑椒牛仔骨,特色酸菜鱼,农家白切鸡,小炒猪肝,养颜番茄鱼,菌菇鱼,椒酱鲜笋鱼,麻辣豆腐,肚包鸡鱼,青青小白菜",https://dimg08.c-ctrip.com/images/100e0k000000cfk7aE5C9_R_220_140.jpg
巴蜀人家,创新大道华纺新华城C1-107,None,None,4.5,"土豆肉丝,诸葛烤鱼,雪菜肉丝,铁板蒜蓉虾,香菜花生米,干锅童子鸡,西红柿炒鸡蛋,紫菜蛋汤,水煮肉片,酸菜鱼",https://dimg01.c-ctrip.com/images/100e0n000000e865m75C3_R_220_140.jpg
玛格利塔比萨(港澳广场店),翡翠路港澳广场购物中心地下停车场入口(一品生鲜超市入口处),None,None,4.5,"比萨,蛋挞,玉米杯,金桔柠檬茶,黄金薯条,桂圆红枣茶,一颗柠檬茶,雀巢昔果乐芒果桃子味,烤翅,奶茶",https://dimg05.c-ctrip.com/images/10040k000000cj40eB262_R_220_140.jpg
花庭里成都火锅(花园街店),安庆路与花园街交叉口科技大厦1-2楼(花园街与长江中路交叉口向北100米),None,None,4.6,"小酥肉,锅盖毛肚,新西兰羊肩肉,极品毛肚,精选肥牛,老妈蹄花汤锅,古法九尺生抠鹅肠,鲜虾滑（大）,冰粉勺,手打撒尿牛肉丸",https://dimg05.c-ctrip.com/images/100f0j000000acw4137AF_R_220_140.jpg
潮湖鱼村,桐城南路与龙图路交叉口向南50米路东,None,None,4.6,"铁板牛柳,地锅鸡,红枣黄桃,凉拌海蜇,三鲜锅,剁椒小皮蛋,牛肉锅,时蔬,清蒸鲈鱼,卤鸡蛋",https://dimg02.c-ctrip.com/images/10020k000000ckzt85F63_R_220_140.jpg
泓瑞金陵大酒店·金海湾自助餐厅,祁门路1799号泓瑞金陵大酒店一楼,None,None,4.5,"冰淇淋,生鱼片,刺身,寿司,鲳鱼,臭桂鱼,烤串,小龙虾,羊排,水果,自制酸奶,银丝蒸扇贝,黄鱼,扇贝,水饺,十三香龙虾,冰淇淋,羊排,三文鱼",https://dimg03.c-ctrip.com/images/tg/210/539/795/76a69d47dd87484e8823745ce1945d12_R_220_140.jpg
杨家火锅宣城路店,宣城路66号,None,None,4.4,"红糖糍粑,杨家手撕鲜毛肚,看得见肉的午餐肉,虾滑,自制牛肉卷,手工黑豆腐,杨家鸭血,腐竹,黄瓜莴笋片拼,单身烤蛙(原）",https://dimg05.c-ctrip.com/images/10060k000000cew6jAE2F_R_220_140.jpg
青石牛铁板烧(银泰城店),潜山路190号华邦银泰城四层425室,None,None,4.0,"酸奶,小龙虾,培根卷金针菇,泡菜炒饭,花蛤,羊排,酸菜五花肉,炒鱿鱼,黑虎虾,金针菇牛肉卷,果蔬色拉,开背虾,红酒牛舌,火焰冰淇淋,蛋黄虾,年糕蟹,菠萝脆皮鸡,龙利鱼,西冷牛排,三文鱼刺身,扇贝,牛舌,鳕鱼,肉眼牛排,菲力牛排",https://dimg07.c-ctrip.com/images/100a0d0000006v8jk244C_R_220_140.jpg
九溪山寨(九华山路店),马鞍山路与九华山路交口向西30米(九华山路口),None,None,4.4,"鱼头汤,牛肉锅仔,铁板日本豆腐,凉拌小皮蛋,牛排烙馍,干笋焖肉,铁板煎蛋,酸辣海带丝,皖北农家水洛馍,毛豆毛圆锅",https://dimg03.c-ctrip.com/images/10080k000000ci1tmE44E_R_220_140.jpg
上朝出品烧烤屋,金大地1912东街黄山路与怀宁路交口处,None,None,4.5,"臭豆腐,掌中宝,鹅肠,冰镇虾尾,蛏子王,羊排,香蕉,烤千页豆腐,鸳鸯奶茶,水果,牛肉拌粉,牛肉筋,红柳羊肉,金鲳鱼,樱桃萝卜,饮品,牛五花肉,特色牛油,澳洲带子,排骨,牛肚,西兰花,厄瓜多尔大虾,牛黄金,澳龙仔",https://dimg07.c-ctrip.com/images/10060k000000cky0q82D9_R_220_140.jpg
栖巢咖啡(高创店),望江西路800号动漫产业园A-4栋1楼,None,None,4.5,"提拉米苏,台式三杯鸡,恋吻卡布奇诺,小龙虾煲仔,蓝莓慕斯,紫薯拿铁,红烧牛腩饭,火焰上脑牛排,烤鸡翅,栖巢精选咖啡",https://dimg06.c-ctrip.com/images/10080k000000cisrn278A_R_220_140.jpg
金老汉烧鸡公,望江东路与宿松路交口东北角,None,None,4.5,"扬州炒饭,小鸡炖蘑菇,腐竹,菠菜,烧鸡公,红烧鸡杂,平菇,牛百叶,金馒头,海带头,黑毛肚,酱蒸凤肚,撒尿牛肉丸,小青菜,‍年糕,‍鱼丸",https://dimg02.c-ctrip.com/images/10030n000000e713r6C9C_R_220_140.jpg
星火酒楼,半汤冷泉路139号,None,None,4.5,"银鱼炒蛋,三河小炒,羊肉锅,老鸡汤,盐水鹅,青椒白米虾,瓦罐煨牛肉,黄金刀鱼,巢湖三白,红烧鲫鱼",https://dimg08.c-ctrip.com/images/tg/486/578/423/50413448c6b64c228eab0990bb048094_R_220_140.jpg
重庆鸡公煲(官亭路店),官亭路中段浪漫满屋服装店对面,None,None,4.5,"米饭,鸡肉煲,鸡公煲小煲,汤泡饭,骨头,黄焖鸡,冒菜,冻豆腐,地锅鸡,金针菇",https://dimg05.c-ctrip.com/images/100u0k000000ckfom35B2_R_220_140.jpg
碗里壮(滨湖悦方店),紫云路与庐州大道交口悦方IDmall5楼,None,None,4.7,"状元蹄,毛血旺,招牌牛肋骨,脆皮碳烤肉,翡翠豆酥,脆皮色拉,石锅龙虾泡饭,蛙牛二鲜,手撕羊排,烤鸡",https://dimg03.c-ctrip.com/images/10090k000000b8z2c4017_R_220_140.jpg
老徽州食府(天鹅湖店),聚云路天鹅湾花园商铺(天鹅湖万达南侧),None,None,4.4,"黄山臭鳜鱼,川味毛血旺,大锅菜,蒜苗炒肉丝,千张红烧肉,牛肉锅巴,徽州小炒,酱排,汪氏酒焖肉,干锅大别山笋丝",https://dimg02.c-ctrip.com/images/tg/778/411/187/c84e413d56524250afdbd798399f5033_R_220_140.jpg
花田里·臻牛养生牛肉火锅(家天下店),铜陵北路与扶疏路交口家天下生活广场4楼,None,None,4.5,"牛筋丸,新鲜肥牛,五花腱,秘制牛肉,油炸豆腐皮,料碗,吊龙,手指年糕,高钙牛骨锅底,清汤牛骨锅底",https://dimg02.c-ctrip.com/images/100g16000000zohi29574_R_220_140.jpg
同庆楼·庐州府,当涂支路与万岗路交叉口西行100米路北(近东流路),None,None,4.4,"花生小炒掌中宝,霸王烤羊腿,深井烧鹅,清蒸多宝鱼,老鸡汤,金牌红烧肉,腊味糍粑,港式炭烧肉,同庆小笼包,窑香臭桂鱼",https://dimg06.c-ctrip.com/images/tg/315/642/729/c5d33d5b123349c685a529468b2c50b5_R_220_140.jpg
小高丽韩国料理,石台路潜水街(原皖河支路),None,None,4.7,"调味牛五花,芝士年糕,培根石锅拌饭,泡菜辛拉面,厚切五花肉,招牌培根,小菜,生菜,南瓜粥,石锅拌饭",https://dimg05.c-ctrip.com/images/100w16000000zrnha0599_R_220_140.jpg
红鹦鹉大城小厨,胜利路与临泉路交口向北100米(格林豪泰旁),None,None,4.4,"茶香鸡,红鹦鹉秘制羊排,私房油条虾,泰汁烤鸡中翅,燕麦蛋黄南瓜,红鹦鹉养生菜,红鹦鹉自家鱼头,豆瓣毛圆蛋花锅,铁板黄金蒜蓉虾,酸辣蕨根粉,蜂蜜厚多士,酸菜鲈鱼,湘西土匪鱼,手撕羊排,精品酱牛肉,花生焖猪手,腊味糍粑,金不换焗三杯鸡,山城口水鸡,金针菇茄子煲,金牌深井烧鹅,想吃妈妈炒饭,香辣牛肉锅巴,老任桥牛肉,金牌厚多士",https://dimg04.c-ctrip.com/images/100w0k000000cn5f1D028_R_220_140.jpg
少数派(1912街区店),黄山路590号金大地1912街区14号楼,None,None,4.5,"抹茶拿铁,柠檬美式,单品咖啡,冰美式,澳白,手冲,冰牛奶咖啡,小拿铁,奶茶,芝士蛋糕",https://dimg04.c-ctrip.com/images/100q0k000000ciuyz32EE_R_220_140.jpg
淘品小栈(宿松路店),黄山路与宿松路交口时尚家园5栋,None,None,4.5,"金丝肉松饼,年轮蛋糕",https://dimg06.c-ctrip.com/images/100e0k000000ci431E6DD_R_220_140.jpg
凝阳醉云南过桥米线宝文店,站西路永辉超市旁,None,None,4.5,"肥牛卷,鱼豆腐,里脊肉,香菇贡丸,酱牛肉,肥羊卷,海参丸,墨鱼丸,蟹肉棒,牛肉丸",https://dimg07.c-ctrip.com/images/100h0k000000cew5s4C66_R_220_140.jpg
辣家私厨,桐城路与庐江路交叉口(好利来蛋糕店隔壁),None,None,4.6,"麻辣牛蛙,烤脑花,红柳烤羊肉串,疯狂麻辣鱼,幸福小冒菜,特制十三香小龙虾,特色涮金钱肚,招牌香酥鸡翅,沸腾龙利鱼,扇贝",https://dimg01.c-ctrip.com/images/100h0k000000cjb6i7DCF_R_220_140.jpg
青空寿司,肥西路梅园公寓1号楼(国购广场与之心城中间巷内),None,None,4.6,"加州卷,金枪鱼寿司,法式鹅肝,炸鸡块,土豆沙拉,银鳕鱼,芒果反卷,芥末海螺,三文鱼牛油果拌饭,芒果法式焗虾卷,鳗鱼厚卷,牛油果金枪鱼卷",https://dimg03.c-ctrip.com/images/10060k000000cjjma1750_R_220_140.jpg
蜀王火锅(梅山路店),梅山路153号,None,None,4.6,"自制虾滑,麻辣嫩牛肉,四味锅底,四川空运毛肚,豆腐皮,现挑豆皮,撒尿牛肉丸,八宝粥,雪花大米龙,蜀王火锅",https://dimg07.c-ctrip.com/images/100q0k000000cga1b50E6_R_220_140.jpg
快美惠酸菜鱼(陈村路店),陈村路安居苑商网85幢1、2号门面,None,None,4.6,"藤椒鱼,精制黑鱼片,特色酸菜肉,番茄鱼,水煮肉,藤椒肉,番茄肉,精制草鱼片,酸萝卜肉,酸菜鱼",https://dimg08.c-ctrip.com/images/100j0k000000cfn8n5F40_R_220_140.jpg
东北人家,青阳南路7号,None,None,4.6,"锅包肉,拔丝地瓜,大拉皮,椒盐蘑菇,牛肉炖土豆,酸菜肉水饺,酸菜炖拆骨肉,地三鲜,东北什锦,拆骨棒",https://dimg06.c-ctrip.com/images/tg/728/904/623/08cf6a4b3f2741a0b10d200e1b8c5986_R_220_140.jpg
丽清大别山鹅火锅(望湖店),美圣路与望湖中路交叉口往西200米路南,None,None,4.5,"饼子,丽清酱鹅肝,辣椒酱,烤馍,锅巴馍,手工炒米,丽清手工面,鹅肉汤,丽清风味鹅肠,精品锅底",https://dimg05.c-ctrip.com/images/100e0k000000cl06c1C66_R_220_140.jpg
金小小大酒店,合肥市包河区宣城路17号安徽艺术学院对面,None,None,4.5,"铁板牛柳,瓦罐牛肉,铁板基围虾,木桶肥羊,地锅鸡,红烧猪蹄,椒盐猪手,手撕包菜,毛豆炸,松仁玉米,干煸四季豆,日本豆腐",https://dimg02.c-ctrip.com/images/100e0k000000cg2nb078B_R_220_140.jpg
时代吉地茶餐厅,黄山路与天智路交口往南50米，天智路20号璞丽创新广场1楼,None,None,4.5,"牛蛙诱惑木桶饭,秘制花椒鱼,港式鸡,雪菜炒蘑菇,牛肉锅巴,秋葵炒蛋,砂锅鱼头,西芹银杏烩虾仁,牛腩鱼头皇,酸爽肥羊汤锅",https://dimg03.c-ctrip.com/images/100v0k000000cunnu6860_R_220_140.jpg
合肥两淮豪生大酒店-圣拉斐奥牛排自助餐厅,科学大道6号两淮豪生大酒店1楼(海棠路口),None,None,4.4,"扒档的烧烤,时令果盘,老虎蟹,银丝蒸扇贝,烤羊腿,冰淇淋,烤扇贝,三文鱼,双味蒸鲈鱼,龙虾蟹大拼盘",https://dimg06.c-ctrip.com/images/fd/tg/g2/M0B/44/33/Cghzf1U3l_WAR2XFAAEMzpFn0Nc450_R_220_140.jpg
金伯顿西餐厅,金寨路与南二环交口安粮国贸5F 511(五楼西南角),None,None,4.7,"香酥鱼柳条,金伯顿咖啡,海风特饮,香辣牛肉披萨,青苹果之恋,澳洲菲力牛排,大杂扒,港式猪扒焗饭,原味拿铁咖啡,三角牛扒",https://dimg05.c-ctrip.com/images/10070k000000cu9dg58A6_R_220_140.jpg
元一希尔顿酒店·乐乐熊猫牛扒馆,胜利路198号元一希尔顿酒店3楼(近风阳路),None,None,4.5,"寿司,精美澳洲牛排,餐前面包,三文鱼塔塔,匈牙利牛肉汤,肉眼排,面包篮,寿司,云石芝士蛋糕配新鲜水果沙拉,和牛牛柳5级,扒大虾配烤洋葱时蔬香草黄油汁",https://dimg03.c-ctrip.com/images/tg/622/072/049/ab74359eb35540279242cacbcd83b348_R_220_140.jpg
胖嫂芙蓉蛋卷(绩溪路店),龙河路安大北门20米对面,None,None,4.7,芙蓉蛋卷,https://dimg07.c-ctrip.com/images/100p0k000000cd5805C61_R_220_140.jpg
鲜沁(健康路店),城市之光,None,None,4.7,"卡布奇洛,双拼巧克力,巧克力奶醇,蔓越莓奶醇,芒果爆爆蛋,抹茶红豆奶醇,蛋糕波霸奶茶,巧克力爆爆蛋,摩卡咖啡,拿铁咖啡",https://dimg03.c-ctrip.com/images/10030k000000cgwy6848C_R_220_140.jpg
虹泥小厨(肥西名邦广场店),金寨路与站前路交叉口名邦广场家乐福二楼,None,None,4.5,"鸭五件,䊪炒肉丝,虹泥特色鸭,秘制猪手,肉沫茄子,黄桃,豆腐汤,拉皮肉丝,虹泥秘制猪手,虹泥鱼籽鱼泡,虹泥养生豆腐,虹泥筒骨炖鱼头,银鱼炒鸡蛋,杂粮粒粒香,蒿子粑粑,老㸆豆腐",https://dimg06.c-ctrip.com/images/100b0k000000cdv7x9766_R_220_140.jpg
风波庄(三孝口店),永红路光明巷1号(永红路小学旁边),None,None,4.5,"粉蒸排骨,大力丸,化骨绵掌,风波全鱼,黄蓉露,红枣银耳蒸南瓜,招牌口水鱼,叫花鸭,叫花鸡,小鸡茶树菇炖粉皮",https://dimg07.c-ctrip.com/images/tg/647/798/151/4fa0f038baed4e5f90a08e1ffac1ac0b_R_220_140.jpg
嘿小面,扬子江路合肥要素大市场B1层,None,None,4.5,"米线凉皮混搭,酸萝卜老鸭面,砂锅三鲜米线,砂锅排骨米线,毛豆杂酱盖浇饭,砂锅酸菜肉丝米线,浓情碗杂面,酸菜肉丝面,宫保鸡丁盖浇饭,红烧牛肉",https://dimg04.c-ctrip.com/images/100h0k000000cjx2oBB7A_R_220_140.jpg
五年故事餐厅,望江东路与马鞍山路交口绿地赢海国际中心C座.D座4楼,None,None,4.5,"汤圆,铁板土豆片,干锅平包菜,腊味钵钵菜,美容酱香蹄,招牌蒜爆鱼,锅贴豆腐,干锅有机花菜,小尖椒爱上小公鸡,椒香柠檬鱼",https://dimg08.c-ctrip.com/images/100k0g0000007qpw5DDC6_R_220_140.jpg
麦当劳(合肥高铁南站出发层店),龙川路高铁站,None,None,4.2,"辣翅,巨无霸套餐,抹茶奶茶,大薯,麦辣鸡腿堡套餐,海盐焦糖风味拿铁,菠萝派,卡布奇诺,芝士蛋糕,巨无霸经典中薯条套餐",https://dimg01.c-ctrip.com/images/100e0k000000ciif8D6C5_R_220_140.jpg
